Season,Match,Y/M/D,Pool,Week,City,Country,Team,VS_Team,Service points won,Receiver points won,SET,VS_SET,Point1,Point2,Point3,Point4,Point5,VS_Point1,VS_Point2,VS_Point3,VS_Point4,VS_Point5,SET,SCORING_Total ABS,SCORING_Attack Points,SCORING_Block Points,SCORING_Serve Points,SCORING_Errors,ATTACK_Point,ATTACK_Errors,ATTACK_Attempts,ATTACK_Total,BLOCK_Point,BLOCK_Errors,BLOCK_Touches,BLOCK_Total,SERVE_Point,SERVE_Errors,SERVE_Attempts,SERVE_Total,RECEPTION_Successful,RECEPTION_Errors,RECEPTION_Attempts,RECEPTION_Total,DIG_Digs,DIG_Errors,DIG_Total,SET_Point,SET_Errors,SET_Attempts,SET_Total
2024,10,45505,B,Preliminary,Paris,France,Japan,Brazil,6/21 (29%),14/24 (58%),0,3,20,17,18,-,-,25,25,25,-,-,1,11,8,2,1,0,8,7,13,28,2,3,5,10,1,3,17,21,12,2,4,18,11,3,16,13,0,16,29
2024,10,45505,B,Preliminary,Paris,France,Japan,Brazil,6/17 (35%),11/25 (44%),0,3,20,17,18,-,-,25,25,25,-,-,2,10,10,0,0,0,10,4,26,40,0,5,12,17,0,3,13,16,12,1,9,22,16,8,29,10,0,28,38
2024,10,45505,B,Preliminary,Paris,France,Japan,Brazil,3/19 (16%),15/24 (63%),0,3,20,17,18,-,-,25,25,25,-,-,3,16,14,1,1,0,14,5,24,43,1,5,11,17,1,3,15,19,16,1,5,22,16,0,22,24,0,17,41
2024,11,45505,C,Preliminary,Paris,France,Italy,Netherlands,33/77 (43%),46/66 (70%),3,0,29,25,25,-,-,27,18,19,-,-,ALL,66,58,7,1,0,58,13,55,126,7,18,27,52,1,5,71,77,29,5,26,60,60,15,89,18,0,101,119
2024,11,45505,C,Preliminary,Paris,France,Italy,Netherlands,12/28 (43%),17/28 (61%),3,0,29,25,25,-,-,27,18,19,-,-,1,25,20,4,1,0,20,9,16,45,4,6,8,18,1,2,25,28,12,4,9,25,21,4,28,5,0,39,44
2024,11,45505,C,Preliminary,Paris,France,Italy,Netherlands,11/25 (44%),14/18 (78%),3,0,29,25,25,-,-,27,18,19,-,-,2,19,19,0,0,0,19,1,17,37,0,8,7,15,0,2,23,25,5,1,9,15,21,3,25,9,0,25,34
2024,11,45505,C,Preliminary,Paris,France,Italy,Netherlands,10/24 (42%),15/20 (75%),3,0,29,25,25,-,-,27,18,19,-,-,3,22,19,3,0,0,19,3,22,44,3,4,12,19,0,1,23,24,12,0,8,20,18,8,36,4,0,37,41
2024,11,45505,C,Preliminary,Paris,France,Netherlands,Italy,20/66 (30%),44/77 (57%),0,3,27,18,19,-,-,29,25,25,-,-,ALL,50,41,4,5,0,41,15,63,119,4,21,30,55,5,5,56,66,35,1,35,71,44,25,76,33,0,80,113
2024,11,45505,C,Preliminary,Paris,France,Netherlands,Italy,11/28 (39%),16/28 (57%),0,3,27,18,19,-,-,29,25,25,-,-,1,18,12,2,4,0,12,6,22,40,2,5,8,15,4,2,22,28,11,1,14,26,13,10,26,10,0,28,38
2024,11,45505,C,Preliminary,Paris,France,Netherlands,Italy,4/18 (22%),14/25 (56%),0,3,27,18,19,-,-,29,25,25,-,-,2,16,14,1,1,0,14,3,14,31,1,10,9,20,1,3,14,18,13,0,10,23,7,7,17,7,0,24,31
2024,11,45505,C,Preliminary,Paris,France,Netherlands,Italy,5/20 (25%),14/24 (58%),0,3,27,18,19,-,-,29,25,25,-,-,3,16,15,1,0,0,15,6,27,48,1,6,13,20,0,0,20,20,11,0,11,22,24,8,33,16,0,28,44
2024,12,45505,A,Preliminary,Paris,France,France,China,12/55 (22%),41/73 (56%),0,3,18,16,19,-,-,25,25,25,-,-,ALL,47,39,6,2,0,39,21,46,106,6,9,22,37,2,9,44,55,31,2,38,71,38,27,76,22,0,83,105
2024,12,45505,A,Preliminary,Paris,France,France,China,3/19 (16%),15/24 (63%),0,3,18,16,19,-,-,25,25,25,-,-,1,17,16,1,0,0,16,7,14,37,1,3,5,9,0,4,15,19,13,2,8,23,17,9,29,9,0,28,37
2024,12,45505,A,Preliminary,Paris,France,France,China,3/16 (19%),13/25 (52%),0,3,18,16,19,-,-,25,25,25,-,-,2,13,10,2,1,0,10,8,17,35,2,0,6,8,1,4,11,16,10,0,14,24,9,10,23,8,0,24,32
2024,12,45505,A,Preliminary,Paris,France,France,China,6/20 (30%),13/24 (54%),0,3,18,16,19,-,-,25,25,25,-,-,3,17,13,3,1,0,13,6,15,34,3,6,11,20,1,1,18,20,8,0,16,24,12,8,24,5,0,31,36
2024,12,45505,A,Preliminary,Paris,France,China,France,32/73 (44%),43/55 (78%),3,0,25,25,25,-,-,18,16,19,-,-,ALL,57,43,12,2,0,43,9,45,97,12,20,27,59,2,2,69,73,32,2,11,45,52,16,72,31,1,62,94
2024,12,45505,A,Preliminary,Paris,France,China,France,9/24 (38%),16/19 (84%),3,0,25,25,25,-,-,18,16,19,-,-,1,17,12,3,2,0,12,1,20,33,3,9,10,22,2,1,21,24,11,0,3,14,20,7,28,13,0,20,33
2024,12,45505,A,Preliminary,Paris,France,China,France,12/25 (48%),13/16 (81%),3,0,25,25,25,-,-,18,16,19,-,-,2,18,13,5,0,0,13,4,12,29,5,4,8,17,0,1,24,25,8,1,3,12,17,4,23,9,0,19,28
2024,12,45505,A,Preliminary,Paris,France,China,France,11/24 (46%),14/20 (70%),3,0,25,25,25,-,-,18,16,19,-,-,3,22,18,4,0,0,18,4,13,35,4,7,9,20,0,0,24,24,13,1,5,19,15,5,21,9,1,23,33
2024,13,45507,C,Preliminary,Paris,France,Netherlands,Dominican Republic,33/90 (37%),56/99 (57%),1,3,25,21,17,26,-,22,25,25,28,-,ALL,64,50,9,5,0,50,21,77,148,9,24,44,77,5,12,73,90,51,5,34,90,54,24,94,41,3,95,139
2024,13,45507,C,Preliminary,Paris,France,Netherlands,Dominican Republic,10/24 (42%),15/23 (65%),1,3,25,21,17,26,-,22,25,25,28,-,1,17,13,3,1,0,13,6,13,32,3,5,11,19,1,2,21,24,13,2,5,20,7,5,17,9,0,19,28
2024,13,45507,C,Preliminary,Paris,France,Netherlands,Dominican Republic,7/22 (32%),14/24 (58%),1,3,25,21,17,26,-,22,25,25,28,-,2,17,12,2,3,0,12,3,22,37,2,10,8,20,3,4,15,22,9,1,12,22,14,4,24,7,0,27,34
2024,13,45507,C,Preliminary,Paris,France,Netherlands,Dominican Republic,6/17 (35%),11/25 (44%),1,3,25,21,17,26,-,22,25,25,28,-,3,11,9,1,1,0,9,6,16,31,1,4,6,11,1,2,14,17,17,2,5,24,9,7,16,15,1,15,31
2024,13,45507,C,Preliminary,Paris,France,Netherlands,Dominican Republic,10/27 (37%),16/27 (59%),1,3,25,21,17,26,-,22,25,25,28,-,4,19,16,3,0,0,16,6,26,48,3,5,19,27,0,4,23,27,12,0,12,24,24,8,37,10,2,34,46
2024,13,45507,C,Preliminary,Paris,France,Dominican Republic,Netherlands,43/99 (43%),57/90 (63%),3,1,22,25,25,28,-,25,21,17,26,-,ALL,74,59,10,5,0,59,25,79,163,10,13,35,58,5,8,86,99,46,5,27,78,76,19,108,20,1,128,149
2024,13,45507,C,Preliminary,Paris,France,Dominican Republic,Netherlands,8/23 (35%),14/24 (58%),3,1,22,25,25,28,-,25,21,17,26,-,1,16,12,2,2,0,12,8,20,40,2,7,6,15,2,2,19,23,12,1,9,22,18,3,25,2,1,37,40
2024,13,45507,C,Preliminary,Paris,France,Dominican Republic,Netherlands,10/24 (42%),15/22 (68%),3,1,22,25,25,28,-,25,21,17,26,-,2,21,17,3,1,0,17,4,18,39,3,2,12,17,1,2,21,24,13,3,2,18,18,5,26,10,0,23,33
2024,13,45507,C,Preliminary,Paris,France,Dominican Republic,Netherlands,14/25 (56%),11/17 (65%),3,1,22,25,25,28,-,25,21,17,26,-,3,18,14,2,2,0,14,6,8,28,2,2,6,10,2,1,22,25,8,1,6,15,14,5,21,2,0,25,27
2024,13,45507,C,Preliminary,Paris,France,Dominican Republic,Netherlands,11/27 (41%),17/27 (63%),3,1,22,25,25,28,-,25,21,17,26,-,4,19,16,3,0,0,16,7,33,56,3,2,11,16,0,3,24,27,13,0,10,23,26,6,36,6,0,43,49
2024,14,45507,B,Preliminary,Paris,France,Japan,Kenya,33/73 (45%),42/53 (79%),3,0,25,25,25,-,-,17,22,12,-,-,ALL,54,47,4,3,0,47,9,34,90,4,15,21,40,3,3,67,73,31,2,13,46,29,13,65,27,1,63,91
2024,14,45507,B,Preliminary,Paris,France,Japan,Kenya,10/24 (42%),15/18 (83%),3,0,25,25,25,-,-,17,22,12,-,-,1,20,17,0,3,0,17,3,14,34,0,5,7,12,3,1,20,24,14,0,3,17,4,4,23,9,0,25,34
2024,14,45507,B,Preliminary,Paris,France,Japan,Kenya,9/25 (36%),16/22 (73%),3,0,25,25,25,-,-,17,22,12,-,-,2,19,18,1,0,0,18,4,7,29,1,6,9,16,0,1,24,25,11,2,5,18,14,6,20,7,1,22,30
2024,14,45507,B,Preliminary,Paris,France,Japan,Kenya,14/24 (58%),11/13 (85%),3,0,25,25,25,-,-,17,22,12,-,-,3,15,12,3,0,0,12,2,13,27,3,4,5,12,0,1,23,24,6,0,5,11,11,3,22,11,0,16,27
2024,14,45507,B,Preliminary,Paris,France,Kenya,Japan,11/53 (21%),40/73 (55%),0,3,17,22,12,-,-,25,25,25,-,-,ALL,44,36,6,2,0,36,16,45,97,6,11,16,33,2,7,44,53,24,3,42,69,21,25,59,11,3,80,94
2024,14,45507,B,Preliminary,Paris,France,Kenya,Japan,3/18 (17%),14/24 (58%),0,3,17,22,12,-,-,25,25,25,-,-,1,16,13,3,0,0,13,3,15,31,3,3,9,15,0,1,17,18,9,3,10,22,7,8,20,6,2,22,30
2024,14,45507,B,Preliminary,Paris,France,Kenya,Japan,6/22 (27%),16/25 (64%),0,3,17,22,12,-,-,25,25,25,-,-,2,18,14,2,2,0,14,2,13,29,2,4,3,9,2,4,16,22,9,0,15,24,3,12,20,2,1,27,30
2024,14,45507,B,Preliminary,Paris,France,Kenya,Japan,2/13 (15%),10/24 (42%),0,3,17,22,12,-,-,25,25,25,-,-,3,10,9,1,0,0,9,11,17,37,1,4,4,9,0,2,11,13,6,0,17,23,11,5,19,3,0,31,34
2024,15,45508,C,Preliminary,Paris,France,Italy,Türkiye,37/73 (51%),38/53 (72%),3,0,25,25,25,-,-,14,16,21,-,-,ALL,58,44,9,5,0,44,8,43,95,9,8,18,35,5,7,61,73,26,1,20,47,43,23,72,7,3,79,89
2024,15,45508,C,Preliminary,Paris,France,Italy,Türkiye,12/24 (50%),13/15 (87%),3,0,25,25,25,-,-,14,16,21,-,-,1,20,15,3,2,0,15,2,15,32,3,1,5,9,2,3,19,24,10,1,3,14,16,5,22,2,1,27,30
2024,15,45508,C,Preliminary,Paris,France,Italy,Türkiye,14/25 (56%),11/16 (69%),3,0,25,25,25,-,-,14,16,21,-,-,2,21,17,3,1,0,17,0,19,36,3,4,11,18,1,1,23,25,8,0,7,15,18,10,33,2,1,30,33
2024,15,45508,C,Preliminary,Paris,France,Italy,Türkiye,11/24 (46%),14/22 (64%),3,0,25,25,25,-,-,14,16,21,-,-,3,17,12,3,2,0,12,6,9,27,3,3,2,8,2,3,19,24,8,0,10,18,9,8,17,3,1,22,26
2024,15,45508,C,Preliminary,Paris,France,Türkiye,Italy,15/53 (28%),36/73 (49%),0,3,14,16,21,-,-,25,25,25,-,-,ALL,35,32,2,1,0,32,18,38,88,2,12,34,48,1,6,46,53,27,5,33,65,32,28,70,16,2,72,90
2024,15,45508,C,Preliminary,Paris,France,Türkiye,Italy,2/15 (13%),12/24 (50%),0,3,14,16,21,-,-,25,25,25,-,-,1,9,7,1,1,0,7,5,13,25,1,6,11,18,1,1,13,15,7,2,12,21,9,7,19,3,2,22,27
2024,15,45508,C,Preliminary,Paris,France,Türkiye,Italy,5/16 (31%),11/25 (44%),0,3,14,16,21,-,-,25,25,25,-,-,2,14,14,0,0,0,14,6,17,37,0,3,17,20,0,1,15,16,13,1,10,24,14,13,33,7,0,30,37
2024,15,45508,C,Preliminary,Paris,France,Türkiye,Italy,8/22 (36%),13/24 (54%),0,3,14,16,21,-,-,25,25,25,-,-,3,12,11,1,0,0,11,7,8,26,1,3,6,10,0,4,18,22,7,2,11,20,9,8,18,6,0,20,26
2024,16,45508,A,Preliminary,Paris,France,France,USA,28/76 (37%),46/81 (57%),0,3,27,27,20,-,-,29,29,25,-,-,ALL,53,44,6,3,0,44,21,56,121,6,12,23,41,3,8,65,76,37,5,31,73,48,32,91,23,1,93,117
2024,16,45508,A,Preliminary,Paris,France,France,USA,12/28 (43%),15/28 (54%),0,3,27,27,20,-,-,29,29,25,-,-,1,21,18,3,0,0,18,7,20,45,3,2,10,15,0,4,24,28,14,3,9,26,20,11,34,11,0,32,43
2024,16,45508,A,Preliminary,Paris,France,France,USA,10/27 (37%),17/29 (59%),0,3,27,27,20,-,-,29,29,25,-,-,2,17,13,2,2,0,13,7,19,39,2,7,4,13,2,1,24,27,9,2,13,24,17,11,29,1,0,36,37
2024,16,45508,A,Preliminary,Paris,France,France,USA,6/21 (29%),14/24 (58%),0,3,27,27,20,-,-,29,29,25,-,-,3,15,13,1,1,0,13,7,17,37,1,3,9,13,1,3,17,21,14,0,9,23,11,10,28,11,1,25,37
2024,16,45508,A,Preliminary,Paris,France,USA,France,35/81 (43%),48/76 (63%),3,0,29,29,25,-,-,27,27,20,-,-,ALL,65,48,12,5,0,48,18,56,122,12,27,28,67,5,8,68,81,39,2,25,66,49,14,72,34,0,81,115
2024,16,45508,A,Preliminary,Paris,France,USA,France,13/28 (46%),16/28 (57%),3,0,29,29,25,-,-,27,27,20,-,-,1,21,15,3,3,0,15,8,23,46,3,10,12,25,3,1,24,28,14,0,10,24,20,7,28,13,0,32,45
2024,16,45508,A,Preliminary,Paris,France,USA,France,12/29 (41%),17/27 (63%),3,0,29,29,25,-,-,27,27,20,-,-,2,27,19,6,2,0,19,6,14,39,6,9,8,23,2,6,21,29,16,2,7,25,12,4,21,14,0,23,37
2024,16,45508,A,Preliminary,Paris,France,USA,France,10/24 (42%),15/21 (71%),3,0,29,29,25,-,-,27,27,20,-,-,3,17,14,3,0,0,14,4,19,37,3,8,8,19,0,1,23,24,9,0,8,17,17,3,23,7,0,26,33
2024,17,45508,A,Preliminary,Paris,France,China,Serbia,43/99 (43%),57/95 (60%),3,1,21,25,25,29,-,25,20,22,27,-,ALL,82,64,12,6,0,64,20,63,147,12,18,31,61,6,9,84,99,44,4,36,84,49,22,91,48,0,88,136
2024,17,45508,A,Preliminary,Paris,France,China,Serbia,7/21 (33%),14/25 (56%),3,1,21,25,25,29,-,25,20,22,27,-,1,17,14,2,1,0,14,4,17,35,2,2,8,12,1,3,17,21,9,4,9,22,18,7,28,10,0,23,33
2024,17,45508,A,Preliminary,Paris,France,China,Serbia,13/25 (52%),12/20 (60%),3,1,21,25,25,29,-,25,20,22,27,-,2,21,14,5,2,0,14,2,10,26,5,5,6,16,2,3,20,25,9,0,10,19,5,6,16,10,0,17,27
2024,17,45508,A,Preliminary,Paris,France,China,Serbia,11/24 (46%),14/23 (61%),3,1,21,25,25,29,-,25,20,22,27,-,3,20,17,3,0,0,17,6,16,39,3,4,6,13,0,3,21,24,12,0,8,20,14,3,18,7,0,26,33
2024,17,45508,A,Preliminary,Paris,France,China,Serbia,12/29 (41%),17/27 (63%),3,1,21,25,25,29,-,25,20,22,27,-,4,24,19,2,3,0,19,8,20,47,2,7,11,20,3,0,26,29,14,0,9,23,12,6,29,21,0,22,43
2024,17,45508,A,Preliminary,Paris,France,Serbia,China,38/95 (40%),56/99 (57%),1,3,25,20,22,27,-,21,25,25,29,-,ALL,74,61,9,4,0,61,20,70,151,9,20,27,56,4,8,83,95,50,6,33,89,45,23,93,48,2,89,139
2024,17,45508,A,Preliminary,Paris,France,Serbia,China,11/25 (44%),14/21 (67%),1,3,25,20,22,27,-,21,25,25,29,-,1,19,14,1,4,0,14,4,17,35,1,7,5,13,4,2,19,25,9,1,7,17,10,4,21,14,0,17,31
2024,17,45508,A,Preliminary,Paris,France,Serbia,China,8/20 (40%),12/25 (48%),1,3,25,20,22,27,-,21,25,25,29,-,2,15,15,0,0,0,15,8,12,35,0,3,4,7,0,1,19,20,16,2,4,22,10,4,15,13,0,18,31
2024,17,45508,A,Preliminary,Paris,France,Serbia,China,9/23 (39%),13/24 (54%),1,3,25,20,22,27,-,21,25,25,29,-,3,17,13,4,0,0,13,5,18,36,4,4,6,14,0,1,22,23,12,0,9,21,7,8,28,13,2,19,34
2024,17,45508,A,Preliminary,Paris,France,Serbia,China,10/27 (37%),17/29 (59%),1,3,25,20,22,27,-,21,25,25,29,-,4,23,19,4,0,0,19,3,23,45,4,6,12,22,0,4,23,27,13,3,13,29,18,7,29,8,0,35,43
2024,18,45508,B,Preliminary,Paris,France,Brazil,Poland,41/87 (47%),47/72 (65%),3,0,25,38,25,-,-,21,36,14,-,-,ALL,71,56,9,6,0,56,19,54,129,9,18,35,62,6,6,75,87,42,2,21,65,59,17,89,23,1,100,124
2024,18,45508,B,Preliminary,Paris,France,Brazil,Poland,11/25 (44%),14/21 (67%),3,0,25,38,25,-,-,21,36,14,-,-,1,21,17,4,0,0,17,4,18,39,4,3,12,19,0,2,23,25,15,1,5,21,19,8,32,9,0,30,39
2024,18,45508,B,Preliminary,Paris,France,Brazil,Poland,15/37 (41%),23/37 (62%),3,0,25,38,25,-,-,21,36,14,-,-,2,30,29,0,1,0,29,13,22,64,0,8,13,21,1,2,34,37,23,1,8,32,25,8,39,10,1,48,59
2024,18,45508,B,Preliminary,Paris,France,Brazil,Poland,15/25 (60%),10/14 (71%),3,0,25,38,25,-,-,21,36,14,-,-,3,20,10,5,5,0,10,2,14,26,5,7,10,22,5,2,18,25,4,0,8,12,15,1,18,4,0,22,26
2024,18,45508,B,Preliminary,Paris,France,Poland,Brazil,25/72 (35%),46/87 (53%),0,3,21,36,14,-,-,25,38,25,-,-,ALL,58,43,13,2,0,43,18,66,127,13,27,30,70,2,6,64,72,33,6,41,80,42,12,70,31,0,89,120
2024,18,45508,B,Preliminary,Paris,France,Poland,Brazil,7/21 (33%),14/25 (56%),0,3,21,36,14,-,-,25,38,25,-,-,1,17,14,2,1,0,14,7,21,42,2,8,11,21,1,0,20,21,10,0,13,23,15,4,25,13,0,27,40
2024,18,45508,B,Preliminary,Paris,France,Poland,Brazil,14/37 (38%),22/37 (59%),0,3,21,36,14,-,-,25,38,25,-,-,2,30,19,10,1,0,19,3,28,50,10,15,11,36,1,4,32,37,16,1,18,35,17,6,27,9,0,41,50
2024,18,45508,B,Preliminary,Paris,France,Poland,Brazil,4/14 (29%),10/25 (40%),0,3,21,36,14,-,-,25,38,25,-,-,3,11,10,1,0,0,10,8,17,35,1,4,8,13,0,2,12,14,7,5,10,22,10,2,18,9,0,21,30
2024,19,45510,Quarter_Finals,Final_Round,Paris,France,USA,Poland,36/73 (49%),39/58 (67%),3,0,25,25,25,-,-,22,14,20,-,-,ALL,60,44,10,6,0,44,16,47,107,10,15,31,56,6,4,63,73,25,3,21,49,50,6,67,15,3,82,100
2024,19,45510,Quarter_Finals,Final_Round,Paris,France,USA,Poland,9/24 (38%),16/23 (70%),3,0,25,25,25,-,-,22,14,20,-,-,1,20,15,4,1,0,15,6,16,37,4,5,10,19,1,2,21,24,10,2,8,20,15,2,21,6,1,29,36
2024,19,45510,Quarter_Finals,Final_Round,Paris,France,USA,Poland,14/25 (56%),11/14 (79%),3,0,25,25,25,-,-,22,14,20,-,-,2,21,18,1,2,0,18,5,15,38,1,5,11,17,2,0,23,25,7,0,5,12,20,2,24,2,1,28,31
2024,19,45510,Quarter_Finals,Final_Round,Paris,France,USA,Poland,13/24 (54%),12/21 (57%),3,0,25,25,25,-,-,22,14,20,-,-,3,19,11,5,3,0,11,5,16,32,5,5,10,20,3,2,19,24,8,1,8,17,15,2,22,7,1,25,33
2024,19,45510,Quarter_Finals,Final_Round,Paris,France,Poland,USA,19/58 (33%),37/73 (51%),0,3,22,14,20,-,-,25,25,25,-,-,ALL,45,30,12,3,0,30,17,54,101,12,22,25,59,3,8,47,58,41,6,22,69,38,11,55,13,0,87,100
2024,19,45510,Quarter_Finals,Final_Round,Paris,France,Poland,USA,7/23 (30%),15/24 (63%),0,3,22,14,20,-,-,25,25,25,-,-,1,18,11,5,2,0,11,7,15,33,5,7,7,19,2,2,19,23,13,1,8,22,12,4,18,4,0,29,33
2024,19,45510,Quarter_Finals,Final_Round,Paris,France,Poland,USA,3/14 (21%),11/25 (44%),0,3,22,14,20,-,-,25,25,25,-,-,2,12,8,4,0,0,8,3,22,33,4,7,8,19,0,2,12,14,15,2,8,25,8,5,16,5,0,25,30
2024,19,45510,Quarter_Finals,Final_Round,Paris,France,Poland,USA,9/21 (43%),11/24 (46%),0,3,22,14,20,-,-,25,25,25,-,-,3,15,11,3,1,0,11,7,17,35,3,8,10,21,1,4,16,21,13,3,6,22,18,2,21,4,0,33,37
2024,20,45510,Quarter_Finals,Final_Round,Paris,France,Italy,Serbia,30/74 (41%),46/66 (70%),3,0,26,25,25,-,-,24,20,20,-,-,ALL,51,39,7,5,0,39,8,35,82,7,21,24,52,5,8,61,74,29,4,19,52,25,15,51,27,0,49,76
2024,20,45510,Quarter_Finals,Final_Round,Paris,France,Italy,Serbia,10/25 (40%),16/25 (64%),3,0,26,25,25,-,-,24,20,20,-,-,1,17,14,2,1,0,14,3,13,30,2,8,13,23,1,3,21,25,9,4,7,20,13,5,19,10,0,18,28
2024,20,45510,Quarter_Finals,Final_Round,Paris,France,Italy,Serbia,11/25 (44%),14/20 (70%),3,0,26,25,25,-,-,24,20,20,-,-,2,15,12,2,1,0,12,4,12,28,2,5,10,17,1,3,21,25,8,0,7,15,6,6,19,4,0,21,25
2024,20,45510,Quarter_Finals,Final_Round,Paris,France,Italy,Serbia,9/24 (38%),16/21 (76%),3,0,26,25,25,-,-,24,20,20,-,-,3,19,13,3,3,0,13,1,10,24,3,8,1,12,3,2,19,24,12,0,5,17,6,4,13,13,0,10,23
2024,20,45510,Quarter_Finals,Final_Round,Paris,France,Serbia,Italy,20/66 (30%),44/74 (59%),0,3,24,20,20,-,-,26,25,25,-,-,ALL,48,42,2,4,0,42,18,44,104,2,13,15,30,4,13,49,66,39,5,22,66,32,12,57,24,0,75,99
2024,20,45510,Quarter_Finals,Final_Round,Paris,France,Serbia,Italy,9/25 (36%),15/25 (60%),0,3,24,20,20,-,-,26,25,25,-,-,1,19,14,1,4,0,14,6,21,41,1,4,5,10,4,4,17,25,16,1,5,22,11,4,25,6,0,33,39
2024,20,45510,Quarter_Finals,Final_Round,Paris,France,Serbia,Italy,6/20 (30%),14/25 (56%),0,3,24,20,20,-,-,26,25,25,-,-,2,13,12,1,0,0,12,7,17,36,1,2,4,7,0,5,15,20,11,1,10,22,15,5,21,15,0,20,35
2024,20,45510,Quarter_Finals,Final_Round,Paris,France,Serbia,Italy,5/21 (24%),15/24 (63%),0,3,24,20,20,-,-,26,25,25,-,-,3,16,16,0,0,0,16,5,6,27,0,7,6,13,0,4,17,21,12,3,7,22,6,3,11,3,0,22,25
2024,21,45510,Quarter_Finals,Final_Round,Paris,France,China,Türkiye,42/108 (39%),65/109 (60%),2,3,25,21,24,25,12,23,25,26,21,15,ALL,85,66,12,7,0,66,15,74,155,12,24,28,64,7,6,95,108,43,9,44,96,55,51,129,42,2,105,149
2024,21,45510,Quarter_Finals,Final_Round,Paris,France,China,Türkiye,9/25 (36%),16/23 (70%),2,3,25,21,24,25,12,23,25,26,21,15,1,19,15,2,2,0,15,3,16,34,2,6,9,17,2,1,22,25,10,1,9,20,9,12,30,16,0,16,32
2024,21,45510,Quarter_Finals,Final_Round,Paris,France,China,Türkiye,9/21 (43%),12/25 (48%),2,3,25,21,24,25,12,23,25,26,21,15,2,16,11,4,1,0,11,4,14,29,4,4,3,11,1,3,17,21,7,3,12,22,11,9,22,0,1,28,29
2024,21,45510,Quarter_Finals,Final_Round,Paris,France,China,Türkiye,9/25 (36%),15/25 (60%),2,3,25,21,24,25,12,23,25,26,21,15,3,20,18,2,0,0,18,1,19,38,2,6,5,13,0,0,25,25,10,3,11,24,9,15,30,17,0,15,32
2024,21,45510,Quarter_Finals,Final_Round,Paris,France,China,Türkiye,11/24 (46%),14/22 (64%),2,3,25,21,24,25,12,23,25,26,21,15,4,19,14,2,3,0,14,5,14,33,2,5,6,13,3,1,20,24,10,2,6,18,16,8,26,3,0,30,33
2024,21,45510,Quarter_Finals,Final_Round,Paris,France,China,Türkiye,4/13 (31%),8/14 (57%),2,3,25,21,24,25,12,23,25,26,21,15,5,11,8,2,1,0,8,2,11,21,2,3,5,10,1,1,11,13,6,0,6,12,10,7,21,6,1,16,23
2024,21,45510,Quarter_Finals,Final_Round,Paris,France,Türkiye,China,44/109 (40%),66/108 (61%),3,2,23,25,26,21,15,25,21,24,25,12,ALL,95,78,8,9,0,78,23,66,167,8,23,39,70,9,10,90,109,45,7,49,101,55,37,125,34,1,127,162
2024,21,45510,Quarter_Finals,Final_Round,Paris,France,Türkiye,China,7/23 (30%),16/25 (64%),3,2,23,25,26,21,15,25,21,24,25,12,1,19,18,0,1,0,18,6,19,43,0,5,9,14,1,2,20,23,9,2,13,24,19,8,31,4,0,35,39
2024,21,45510,Quarter_Finals,Final_Round,Paris,France,Türkiye,China,13/25 (52%),12/21 (57%),3,2,23,25,26,21,15,25,21,24,25,12,2,20,14,3,3,0,14,7,9,30,3,5,6,14,3,2,20,25,7,1,9,17,6,5,21,10,0,20,30
2024,21,45510,Quarter_Finals,Final_Round,Paris,France,Türkiye,China,10/25 (40%),16/25 (64%),3,2,23,25,26,21,15,25,21,24,25,12,3,26,22,1,3,0,22,4,16,42,1,3,11,15,3,1,21,25,11,0,14,25,15,12,35,0,1,40,41
2024,21,45510,Quarter_Finals,Final_Round,Paris,France,Türkiye,China,8/22 (36%),13/24 (54%),3,2,23,25,26,21,15,25,21,24,25,12,4,18,13,3,2,0,13,4,11,28,3,8,5,16,2,4,16,22,13,3,7,23,6,6,18,15,0,15,30
2024,21,45510,Quarter_Finals,Final_Round,Paris,France,Türkiye,China,6/14 (43%),9/13 (69%),3,2,23,25,26,21,15,25,21,24,25,12,5,12,11,1,0,0,11,2,11,24,1,2,8,11,0,1,13,14,5,1,6,12,9,6,20,5,0,17,22
2024,22,45510,Quarter_Finals,Final_Round,Paris,France,Brazil,Dominican Republic,35/73 (48%),40/54 (74%),3,0,25,25,25,-,-,22,13,17,-,-,ALL,58,43,10,5,0,43,12,41,96,10,14,28,52,5,8,60,73,26,2,17,45,43,14,67,18,0,73,91
2024,22,45510,Quarter_Finals,Final_Round,Paris,France,Brazil,Dominican Republic,8/24 (33%),17/23 (74%),3,0,25,25,25,-,-,22,13,17,-,-,1,23,16,5,2,0,16,3,15,34,5,6,7,18,2,5,17,24,12,1,9,22,10,7,20,7,0,26,33
2024,22,45510,Quarter_Finals,Final_Round,Paris,France,Brazil,Dominican Republic,15/25 (60%),10/13 (77%),3,0,25,25,25,-,-,22,13,17,-,-,2,19,16,1,2,0,16,4,13,33,1,3,7,11,2,1,22,25,6,0,4,10,19,4,29,3,0,28,31
2024,22,45510,Quarter_Finals,Final_Round,Paris,France,Brazil,Dominican Republic,12/24 (50%),13/18 (72%),3,0,25,25,25,-,-,22,13,17,-,-,3,16,11,4,1,0,11,5,13,29,4,5,14,23,1,2,21,24,8,1,4,13,14,3,18,8,0,19,27
