Season,Match,Y/M/D,Pool,Week,City,Country,Team,VS_Team,SET,VS_SET,Point1,Point2,Point3,Point4,Point5,VS_Point1,VS_Point2,VS_Point3,VS_Point4,VS_Point5,SET,Service points won,Receiver points won,SCORING_Total ABS,SCORING_Attack Points,SCORING_Block Points,SCORING_Serve Points,SCORING_Errors,ATTACK_Point,ATTACK_Errors,ATTACK_Attempts,ATTACK_Total,BLOCK_Point,BLOCK_Errors,BLOCK_Touches,BLOCK_Total,SERVE_Point,SERVE_Errors,SERVE_Attempts,SERVE_Total,RECEPTION_Successful,RECEPTION_Errors,RECEPTION_Attempts,RECEPTION_Total,DIG_Digs,DIG_Errors,DIG_Total,SET_Point,SET_Errors,SET_Attempts,SET_Total
2024,9,2024/7/30,A,Preliminary,Paris,France,Slovenia,Serbia,3,0,25,25,25,-,-,21,19,19,-,-,ALL,28/74 (38%),47/60 (78%),55,47,2,6,0,47,7,27,81,2,11,12,25,6,17,51,74,28,3,17,48,25,8,44,27,1,52,80
2024,9,2024/7/30,A,Preliminary,Paris,France,Slovenia,Serbia,3,0,25,25,25,-,-,21,19,19,-,-,1,8/25 (32%),17/21 (81%),18,16,1,1,0,16,3,6,25,1,3,4,8,1,5,19,25,11,1,3,15,4,2,12,11,1,12,24
2024,9,2024/7/30,A,Preliminary,Paris,France,Slovenia,Serbia,3,0,25,25,25,-,-,21,19,19,-,-,2,11/24 (46%),14/20 (70%),20,16,0,4,0,16,2,9,27,0,5,5,10,4,6,14,24,11,1,7,19,9,3,14,9,0,19,28
2024,9,2024/7/30,A,Preliminary,Paris,France,Slovenia,Serbia,3,0,25,25,25,-,-,21,19,19,-,-,3,9/25 (36%),16/19 (84%),17,15,1,1,0,15,2,12,29,1,3,3,7,1,6,18,25,6,1,7,14,12,3,18,7,0,21,28
2024,9,2024/7/30,A,Preliminary,Paris,France,Serbia,Slovenia,0,3,21,19,19,-,-,25,25,25,-,-,ALL,13/60 (22%),46/74 (62%),36,30,3,3,0,30,10,31,71,3,15,16,34,3,11,46,60,33,6,18,57,22,18,44,23,1,47,71
2024,9,2024/7/30,A,Preliminary,Paris,France,Serbia,Slovenia,0,3,21,19,19,-,-,25,25,25,-,-,1,4/21 (19%),17/25 (68%),13,11,1,1,0,11,2,7,20,1,3,7,11,1,5,15,21,12,1,7,20,4,9,13,9,1,11,21
2024,9,2024/7/30,A,Preliminary,Paris,France,Serbia,Slovenia,0,3,21,19,19,-,-,25,25,25,-,-,2,6/20 (30%),13/24 (54%),10,9,0,1,0,9,4,10,23,0,7,3,10,1,1,18,20,10,4,4,18,9,3,12,9,0,14,23
2024,9,2024/7/30,A,Preliminary,Paris,France,Serbia,Slovenia,0,3,21,19,19,-,-,25,25,25,-,-,3,3/19 (16%),16/25 (64%),13,10,2,1,0,10,4,14,28,2,5,6,13,1,5,13,19,11,1,7,19,9,6,19,5,0,22,27
2024,10,2024/7/30,A,Preliminary,Paris,France,France,Canada,3,0,25,25,25,-,-,20,21,17,-,-,ALL,31/74 (42%),44/59 (75%),56,40,7,9,0,40,12,27,79,7,11,15,33,9,15,50,74,34,2,15,51,17,12,39,39,0,32,71
2024,10,2024/7/30,A,Preliminary,Paris,France,France,Canada,3,0,25,25,25,-,-,20,21,17,-,-,1,11/25 (44%),14/20 (70%),19,11,2,6,0,11,5,7,23,2,5,3,10,6,5,14,25,11,0,4,15,5,3,9,10,0,11,21
2024,10,2024/7/30,A,Preliminary,Paris,France,France,Canada,3,0,25,25,25,-,-,20,21,17,-,-,2,11/24 (46%),14/22 (64%),19,14,3,2,0,14,5,17,36,3,5,10,18,2,3,19,24,15,2,5,22,5,4,18,19,0,13,32
2024,10,2024/7/30,A,Preliminary,Paris,France,France,Canada,3,0,25,25,25,-,-,20,21,17,-,-,3,9/25 (36%),16/17 (94%),18,15,2,1,0,15,2,3,20,2,1,2,5,1,7,17,25,8,0,6,14,7,5,12,10,0,8,18
2024,10,2024/7/30,A,Preliminary,Paris,France,Canada,France,0,3,20,21,17,-,-,25,25,25,-,-,ALL,15/59 (25%),43/74 (58%),39,29,8,2,0,29,17,29,75,8,18,16,42,2,8,49,59,23,9,26,58,20,12,42,25,1,45,71
2024,10,2024/7/30,A,Preliminary,Paris,France,Canada,France,0,3,20,21,17,-,-,25,25,25,-,-,1,6/20 (30%),14/25 (56%),13,10,3,0,0,10,3,6,19,3,5,4,12,0,5,15,20,9,6,5,20,1,4,10,8,0,9,17
2024,10,2024/7/30,A,Preliminary,Paris,France,Canada,France,0,3,20,21,17,-,-,25,25,25,-,-,2,8/22 (36%),13/24 (54%),17,11,4,2,0,11,8,16,35,4,5,10,19,2,0,20,22,4,2,15,21,16,4,24,6,1,27,34
2024,10,2024/7/30,A,Preliminary,Paris,France,Canada,France,0,3,20,21,17,-,-,25,25,25,-,-,3,1/17 (6%),16/25 (64%),9,8,1,0,0,8,6,7,21,1,8,2,11,0,3,14,17,10,1,6,17,3,4,8,11,0,9,20
2024,11,2024/7/31,B,Preliminary,Paris,France,Poland,Brazil,3,2,22,25,19,25,15,25,19,25,23,12,ALL,38/107 (36%),69/105 (66%),86,62,10,14,0,62,17,60,139,10,28,31,69,14,18,74,106,48,2,43,93,38,20,72,21,0,114,135
2024,11,2024/7/31,B,Preliminary,Paris,France,Poland,Brazil,3,2,22,25,19,25,15,25,19,25,23,12,1,8/23 (35%),14/24 (58%),18,12,4,2,0,12,6,11,29,4,4,5,13,2,5,16,23,12,0,9,21,7,7,19,2,0,27,29
2024,11,2024/7/31,B,Preliminary,Paris,France,Poland,Brazil,3,2,22,25,19,25,15,25,19,25,23,12,2,11/24 (46%),14/20 (70%),20,15,2,3,0,15,3,13,31,2,6,6,14,3,4,17,24,7,1,11,19,8,2,14,7,0,22,29
2024,11,2024/7/31,B,Preliminary,Paris,France,Poland,Brazil,3,2,22,25,19,25,15,25,19,25,23,12,3,6/20 (30%),13/24 (54%),16,13,0,3,0,13,4,14,31,0,7,9,16,3,5,12,20,15,1,6,22,10,3,15,2,0,31,33
2024,11,2024/7/31,B,Preliminary,Paris,France,Poland,Brazil,3,2,22,25,19,25,15,25,19,25,23,12,4,7/25 (28%),19/25 (76%),19,14,3,2,0,14,3,19,36,3,7,8,18,2,1,21,24,8,0,13,21,11,6,20,6,0,26,32
2024,11,2024/7/31,B,Preliminary,Paris,France,Poland,Brazil,3,2,22,25,19,25,15,25,19,25,23,12,5,6/15 (40%),9/12 (75%),13,8,1,4,0,8,1,3,12,1,4,3,8,4,3,8,15,6,0,4,10,2,2,4,4,0,8,12
2024,11,2024/7/31,B,Preliminary,Paris,France,Brazil,Poland,2,3,25,19,25,23,12,22,25,19,25,15,ALL,36/105 (34%),69/107 (64%),78,66,9,3,0,66,19,53,138,9,30,35,74,3,10,91,104,25,14,47,86,55,17,87,19,1,119,139
2024,11,2024/7/31,B,Preliminary,Paris,France,Brazil,Poland,2,3,25,19,25,23,12,22,25,19,25,15,1,10/24 (42%),15/23 (65%),17,13,3,1,0,13,6,10,29,3,6,7,16,1,2,21,24,3,2,13,18,12,4,16,7,0,20,27
2024,11,2024/7/31,B,Preliminary,Paris,France,Brazil,Poland,2,3,25,19,25,23,12,22,25,19,25,15,2,6/20 (30%),13/24 (54%),14,11,2,1,0,11,5,12,28,2,8,7,17,1,1,18,20,4,3,12,19,7,3,16,0,1,27,28
2024,11,2024/7/31,B,Preliminary,Paris,France,Brazil,Poland,2,3,25,19,25,23,12,22,25,19,25,15,3,11/24 (46%),14/20 (70%),18,15,2,1,0,15,1,12,28,2,8,12,22,1,2,21,24,4,3,8,15,12,2,19,4,0,25,29
2024,11,2024/7/31,B,Preliminary,Paris,France,Brazil,Poland,2,3,25,19,25,23,12,22,25,19,25,15,4,6/25 (24%),18/25 (72%),20,19,1,0,0,19,6,16,41,1,5,8,14,0,3,21,24,10,2,11,23,20,4,28,5,0,38,43
2024,11,2024/7/31,B,Preliminary,Paris,France,Brazil,Poland,2,3,25,19,25,23,12,22,25,19,25,15,5,3/12 (25%),9/15 (60%),9,8,1,0,0,8,1,3,12,1,3,1,5,0,2,10,12,4,4,3,11,4,4,8,3,0,9,12
2024,12,2024/7/31,C,Preliminary,Paris,France,Japan,Argentina,3,1,25,25,18,25,-,16,22,25,23,-,ALL,31/92 (34%),62/87 (71%),71,58,5,8,0,58,16,37,111,5,17,38,60,8,14,69,91,48,4,17,69,31,13,59,38,2,64,104
2024,12,2024/7/31,C,Preliminary,Paris,France,Japan,Argentina,3,1,25,25,18,25,-,16,22,25,23,-,1,10/25 (40%),15/16 (94%),21,14,0,7,0,14,2,8,24,0,6,6,12,7,2,16,25,12,0,0,12,10,3,18,6,1,17,24
2024,12,2024/7/31,C,Preliminary,Paris,France,Japan,Argentina,3,1,25,25,18,25,-,16,22,25,23,-,2,9/24 (38%),16/23 (70%),20,19,1,0,0,19,5,12,36,1,2,12,15,0,6,17,23,11,1,7,19,5,2,13,9,1,19,29
2024,12,2024/7/31,C,Preliminary,Paris,France,Japan,Argentina,3,1,25,25,18,25,-,16,22,25,23,-,3,4/19 (21%),14/24 (58%),13,13,0,0,0,13,4,9,26,0,3,7,10,0,3,16,19,15,3,2,20,9,6,17,11,0,15,26
2024,12,2024/7/31,C,Preliminary,Paris,France,Japan,Argentina,3,1,25,25,18,25,-,16,22,25,23,-,4,8/24 (33%),17/24 (71%),17,12,4,1,0,12,5,8,25,4,6,13,23,1,3,20,24,10,0,8,18,7,2,11,12,0,13,25
2024,12,2024/7/31,C,Preliminary,Paris,France,Argentina,Japan,1,3,16,22,25,23,-,25,25,18,25,-,ALL,25/87 (29%),61/92 (66%),62,49,8,5,0,49,13,50,112,8,24,29,61,5,13,69,87,55,8,13,76,26,21,62,30,0,67,97
2024,12,2024/7/31,C,Preliminary,Paris,France,Argentina,Japan,1,3,16,22,25,23,-,25,25,18,25,-,1,1/16 (6%),15/25 (60%),11,11,0,0,0,11,2,11,24,0,5,5,10,0,2,14,16,11,7,4,22,5,6,13,6,0,14,20
2024,12,2024/7/31,C,Preliminary,Paris,France,Argentina,Japan,1,3,16,22,25,23,-,25,25,18,25,-,2,7/23 (30%),15/24 (63%),13,9,3,1,0,9,3,12,24,3,8,11,22,1,2,20,23,15,0,2,17,6,7,18,7,0,16,23
2024,12,2024/7/31,C,Preliminary,Paris,France,Argentina,Japan,1,3,16,22,25,23,-,25,25,18,25,-,3,10/24 (42%),15/19 (79%),21,14,3,4,0,14,2,11,27,3,3,9,15,4,3,17,24,12,0,4,16,3,6,15,12,0,11,23
2024,12,2024/7/31,C,Preliminary,Paris,France,Argentina,Japan,1,3,16,22,25,23,-,25,25,18,25,-,4,7/24 (29%),16/24 (67%),17,15,2,0,0,15,6,16,37,2,8,4,14,0,6,18,24,17,1,3,21,12,2,16,5,0,26,31
2024,13,2024/8/2,C,Preliminary,Paris,France,Argentina,Germany,0,3,13,21,21,-,-,25,25,25,-,-,ALL,13/57 (23%),42/73 (58%),38,30,5,3,0,30,17,32,79,5,6,18,29,3,12,42,57,30,9,19,58,27,15,47,36,1,38,75
2024,13,2024/8/2,C,Preliminary,Paris,France,Argentina,Germany,0,3,13,21,21,-,-,25,25,25,-,-,1,1/14 (7%),12/24 (50%),9,9,0,0,0,9,6,10,25,0,2,6,8,0,2,12,14,12,3,5,20,8,8,19,14,1,10,25
2024,13,2024/8/2,C,Preliminary,Paris,France,Argentina,Germany,0,3,13,21,21,-,-,25,25,25,-,-,2,7/21 (33%),14/25 (56%),14,11,1,2,0,11,5,11,27,1,2,8,11,2,4,15,21,12,4,5,21,10,4,14,15,0,10,25
2024,13,2024/8/2,C,Preliminary,Paris,France,Argentina,Germany,0,3,13,21,21,-,-,25,25,25,-,-,3,5/22 (23%),16/24 (67%),15,10,4,1,0,10,6,11,27,4,2,4,10,1,6,15,22,6,2,9,17,9,3,14,7,0,18,25
2024,13,2024/8/2,C,Preliminary,Paris,France,Germany,Argentina,3,0,25,25,25,-,-,13,21,21,-,-,ALL,31/73 (42%),44/57 (77%),54,36,9,9,0,36,8,27,71,9,12,13,34,9,12,52,73,26,3,14,43,24,11,45,21,2,42,65
2024,13,2024/8/2,C,Preliminary,Paris,France,Germany,Argentina,3,0,25,25,25,-,-,13,21,21,-,-,1,12/24 (50%),13/14 (93%),19,13,3,3,0,13,0,8,21,3,4,5,12,3,2,19,24,8,0,3,11,8,3,15,7,2,11,20
2024,13,2024/8/2,C,Preliminary,Paris,France,Germany,Argentina,3,0,25,25,25,-,-,13,21,21,-,-,2,11/25 (44%),14/21 (67%),18,12,2,4,0,12,4,12,28,2,3,4,9,4,4,17,25,9,2,5,16,10,5,19,8,0,16,24
2024,13,2024/8/2,C,Preliminary,Paris,France,Germany,Argentina,3,0,25,25,25,-,-,13,21,21,-,-,3,8/24 (33%),17/22 (77%),17,11,4,2,0,11,4,7,22,4,5,4,13,2,6,16,24,9,1,6,16,6,3,11,6,0,15,21
2024,14,2024/8/2,B,Preliminary,Paris,France,Brazil,Egypt,3,0,25,25,25,-,-,11,13,16,-,-,ALL,41/73 (56%),34/42 (81%),54,40,10,4,0,40,8,20,68,10,11,15,36,4,7,62,73,19,4,10,33,29,8,49,30,0,35,65
2024,14,2024/8/2,B,Preliminary,Paris,France,Brazil,Egypt,3,0,25,25,25,-,-,11,13,16,-,-,1,15/24 (63%),10/12 (83%),16,9,5,2,0,9,3,5,17,5,0,7,12,2,4,18,24,4,1,1,6,7,2,15,7,0,8,15
2024,14,2024/8/2,B,Preliminary,Paris,France,Brazil,Egypt,3,0,25,25,25,-,-,11,13,16,-,-,2,13/25 (52%),12/13 (92%),18,15,1,2,0,15,3,8,26,1,4,4,9,2,1,22,25,7,1,3,11,15,3,19,11,0,14,25
2024,14,2024/8/2,B,Preliminary,Paris,France,Brazil,Egypt,3,0,25,25,25,-,-,11,13,16,-,-,3,13/24 (54%),12/17 (71%),20,16,4,0,0,16,2,7,25,4,7,4,15,0,2,22,24,8,2,6,16,7,3,15,12,0,13,25
2024,14,2024/8/2,B,Preliminary,Paris,France,Egypt,Brazil,0,3,11,13,16,-,-,25,25,25,-,-,ALL,8/42 (19%),32/73 (44%),28,21,3,4,0,21,19,29,69,3,17,15,35,4,9,29,42,32,4,29,65,9,12,27,22,2,45,69
2024,14,2024/8/2,B,Preliminary,Paris,France,Egypt,Brazil,0,3,11,13,16,-,-,25,25,25,-,-,1,2/12 (17%),9/24 (38%),4,3,0,1,0,3,7,12,22,0,4,4,8,1,6,5,12,11,2,6,19,2,4,9,6,0,13,19
2024,14,2024/8/2,B,Preliminary,Paris,France,Egypt,Brazil,0,3,11,13,16,-,-,25,25,25,-,-,2,1/13 (8%),12/25 (48%),11,8,2,1,0,8,4,9,21,2,7,7,16,1,2,10,13,9,2,13,24,2,6,11,10,2,12,24
2024,14,2024/8/2,B,Preliminary,Paris,France,Egypt,Brazil,0,3,11,13,16,-,-,25,25,25,-,-,3,5/17 (29%),11/24 (46%),13,10,1,2,0,10,8,8,26,1,6,4,11,2,1,14,17,12,0,10,22,5,2,7,6,0,20,26
2024,15,2024/8/2,A,Preliminary,Paris,France,France,Slovenia,2,3,20,23,27,25,11,25,25,25,22,15,ALL,38/106 (36%),68/112 (61%),79,60,15,4,0,60,23,56,139,15,30,31,76,4,19,83,106,51,12,33,96,50,26,84,46,0,89,135
2024,15,2024/8/2,A,Preliminary,Paris,France,France,Slovenia,2,3,20,23,27,25,11,25,25,25,22,15,1,5/20 (25%),15/25 (60%),15,13,2,0,0,13,4,10,27,2,12,7,21,0,3,17,20,10,3,8,21,8,3,13,6,0,20,26
2024,15,2024/8/2,A,Preliminary,Paris,France,France,Slovenia,2,3,20,23,27,25,11,25,25,25,22,15,2,8/24 (33%),15/24 (63%),18,13,4,1,0,13,4,11,28,4,6,7,17,1,4,19,24,12,3,5,20,11,8,21,11,0,17,28
2024,15,2024/8/2,A,Preliminary,Paris,France,France,Slovenia,2,3,20,23,27,25,11,25,25,25,22,15,3,10/26 (38%),17/26 (65%),18,13,4,1,0,13,8,16,37,4,2,7,13,1,4,21,26,11,2,8,21,16,9,26,10,0,26,36
2024,15,2024/8/2,A,Preliminary,Paris,France,France,Slovenia,2,3,20,23,27,25,11,25,25,25,22,15,4,11/25 (44%),14/22 (64%),19,14,4,1,0,14,4,10,28,4,8,8,20,1,4,20,25,13,2,5,20,7,3,12,12,0,14,26
2024,15,2024/8/2,A,Preliminary,Paris,France,France,Slovenia,2,3,20,23,27,25,11,25,25,25,22,15,5,4/11 (36%),7/15 (47%),9,7,1,1,0,7,3,9,19,1,2,2,5,1,4,6,11,5,2,7,14,8,3,12,7,0,12,19
2024,15,2024/8/2,A,Preliminary,Paris,France,Slovenia,France,3,2,25,25,25,22,15,20,23,27,25,11,ALL,44/112 (39%),68/106 (64%),79,58,9,12,0,58,26,55,139,9,26,28,63,12,16,84,112,44,4,39,87,55,28,93,35,1,98,134
2024,15,2024/8/2,A,Preliminary,Paris,France,Slovenia,France,3,2,25,25,25,22,15,20,23,27,25,11,1,10/25 (40%),15/20 (75%),18,15,0,3,0,15,3,14,32,0,5,7,12,3,4,18,25,9,0,8,17,14,6,21,7,0,22,29
2024,15,2024/8/2,A,Preliminary,Paris,France,Slovenia,France,3,2,25,25,25,22,15,20,23,27,25,11,2,9/24 (38%),16/24 (67%),18,14,1,3,0,14,5,12,31,1,4,7,12,3,4,17,24,10,1,9,20,11,9,22,6,0,25,31
2024,15,2024/8/2,A,Preliminary,Paris,France,Slovenia,France,3,2,25,25,25,22,15,20,23,27,25,11,3,9/26 (35%),16/26 (62%),17,11,4,2,0,11,8,10,29,4,8,6,18,2,5,19,26,12,1,9,22,12,4,17,11,1,19,31
2024,15,2024/8/2,A,Preliminary,Paris,France,Slovenia,France,3,2,25,25,25,22,15,20,23,27,25,11,4,8/22 (36%),14/25 (56%),16,12,2,2,0,12,8,14,34,2,5,3,10,2,2,18,22,12,1,8,21,14,6,22,9,0,24,33
2024,15,2024/8/2,A,Preliminary,Paris,France,Slovenia,France,3,2,25,25,25,22,15,20,23,27,25,11,5,8/15 (53%),7/11 (64%),10,6,2,2,0,6,2,5,13,2,4,5,11,2,1,12,15,1,1,5,7,4,3,11,2,0,8,10
2024,16,2024/8/2,C,Preliminary,Paris,France,Japan,USA,1,3,16,18,25,19,-,25,25,18,25,-,ALL,20/79 (25%),58/92 (63%),54,47,6,1,0,47,16,42,105,6,20,12,38,1,18,60,79,33,3,35,71,33,30,69,26,0,76,102
2024,16,2024/8/2,C,Preliminary,Paris,France,Japan,USA,1,3,16,18,25,19,-,25,25,18,25,-,1,1/16 (6%),15/25 (60%),11,11,0,0,0,11,5,9,25,0,4,3,7,0,5,11,16,8,1,12,21,4,8,12,5,0,19,24
2024,16,2024/8/2,C,Preliminary,Paris,France,Japan,USA,1,3,16,18,25,19,-,25,25,18,25,-,2,4/19 (21%),14/24 (58%),13,12,1,0,0,12,6,13,31,1,6,5,12,0,5,14,19,8,1,10,19,12,5,21,8,0,23,31
2024,16,2024/8/2,C,Preliminary,Paris,France,Japan,USA,1,3,16,18,25,19,-,25,25,18,25,-,3,11/24 (46%),14/19 (74%),18,14,3,1,0,14,2,7,23,3,4,3,10,1,2,21,24,8,1,5,14,7,7,15,3,0,18,21
2024,16,2024/8/2,C,Preliminary,Paris,France,Japan,USA,1,3,16,18,25,19,-,25,25,18,25,-,4,4/20 (20%),15/24 (63%),12,10,2,0,0,10,3,13,26,2,6,1,9,0,6,14,20,9,0,8,17,10,10,21,10,0,16,26
2024,16,2024/8/2,C,Preliminary,Paris,France,USA,Japan,3,1,25,25,18,25,-,16,18,25,19,-,ALL,34/92 (37%),59/79 (75%),69,56,10,3,0,56,9,27,92,10,24,28,62,3,21,68,92,35,1,25,61,29,19,53,29,0,59,88
2024,16,2024/8/2,C,Preliminary,Paris,France,USA,Japan,3,1,25,25,18,25,-,16,18,25,19,-,1,10/25 (40%),15/16 (94%),17,14,2,1,0,14,1,5,20,2,6,6,14,1,4,20,25,5,0,6,11,8,3,12,6,0,13,19
2024,16,2024/8/2,C,Preliminary,Paris,France,USA,Japan,3,1,25,25,18,25,-,16,18,25,19,-,2,10/24 (42%),15/19 (79%),19,13,5,1,0,13,1,11,25,5,4,8,17,1,5,18,24,11,0,3,14,8,7,18,6,0,18,24
2024,16,2024/8/2,C,Preliminary,Paris,France,USA,Japan,3,1,25,25,18,25,-,16,18,25,19,-,3,5/19 (26%),13/24 (54%),15,13,1,1,0,13,5,5,23,1,8,5,14,1,5,13,19,7,1,14,22,3,5,9,7,0,15,22
2024,16,2024/8/2,C,Preliminary,Paris,France,USA,Japan,3,1,25,25,18,25,-,16,18,25,19,-,4,9/24 (38%),16/20 (80%),18,16,2,0,0,16,2,6,24,2,6,9,17,0,7,17,24,12,0,2,14,10,4,14,10,0,13,23
2024,17,2024/8/3,B,Preliminary,Paris,France,Poland,Italy,1,3,15,18,26,20,-,25,25,24,25,-,ALL,19/80 (24%),60/98 (61%),55,43,7,5,0,43,22,40,105,7,22,20,49,5,22,53,80,33,6,41,80,29,25,67,27,0,77,104
2024,17,2024/8/3,B,Preliminary,Paris,France,Poland,Italy,1,3,15,18,26,20,-,25,25,24,25,-,1,1/15 (7%),14/25 (56%),9,7,1,1,0,7,7,7,21,1,2,4,7,1,5,9,15,8,2,10,20,2,8,13,7,0,14,21
2024,17,2024/8/3,B,Preliminary,Paris,France,Poland,Italy,1,3,15,18,26,20,-,25,25,24,25,-,2,6/19 (32%),12/24 (50%),13,9,3,1,0,9,7,9,25,3,6,4,13,1,3,15,19,5,3,13,21,8,6,18,2,0,24,26
2024,17,2024/8/3,B,Preliminary,Paris,France,Poland,Italy,1,3,15,18,26,20,-,25,25,24,25,-,3,6/25 (24%),20/25 (80%),19,15,3,1,0,15,5,9,29,3,5,7,15,1,8,16,25,10,0,10,20,8,6,17,8,0,21,29
2024,17,2024/8/3,B,Preliminary,Paris,France,Poland,Italy,1,3,15,18,26,20,-,25,25,24,25,-,4,6/21 (29%),14/24 (58%),14,12,0,2,0,12,3,15,30,0,9,5,14,2,6,13,21,10,1,8,19,11,5,19,10,0,18,28
2024,17,2024/8/3,B,Preliminary,Paris,France,Italy,Poland,3,1,25,25,24,25,-,15,18,26,20,-,ALL,38/98 (39%),61/80 (76%),68,49,13,6,0,49,11,43,103,13,20,26,59,6,18,74,98,28,5,25,58,46,17,68,27,2,69,98
2024,17,2024/8/3,B,Preliminary,Paris,France,Italy,Poland,3,1,25,25,24,25,-,15,18,26,20,-,1,11/25 (44%),14/15 (93%),17,11,4,2,0,11,2,7,20,4,3,4,11,2,5,18,25,5,1,4,10,11,3,14,5,0,14,19
2024,17,2024/8/3,B,Preliminary,Paris,France,Italy,Poland,3,1,25,25,24,25,-,15,18,26,20,-,2,12/24 (50%),13/19 (68%),20,12,5,3,0,12,5,12,29,5,7,8,20,3,3,18,24,7,1,8,16,11,2,14,5,0,22,27
2024,17,2024/8/3,B,Preliminary,Paris,France,Italy,Poland,3,1,25,25,24,25,-,15,18,26,20,-,3,5/25 (20%),19/25 (76%),14,11,3,0,0,11,4,15,30,3,6,5,14,0,5,20,25,9,1,7,17,14,9,25,9,1,20,30
2024,17,2024/8/3,B,Preliminary,Paris,France,Italy,Poland,3,1,25,25,24,25,-,15,18,26,20,-,4,10/24 (42%),15/21 (71%),17,15,1,1,0,15,0,9,24,1,4,9,14,1,5,18,24,7,2,6,15,10,3,15,8,1,13,22
2024,18,2024/8/3,A,Preliminary,Paris,France,Canada,Serbia,2,3,25,25,24,19,16,16,22,26,25,18,ALL,34/109 (31%),75/107 (70%),80,65,8,7,0,65,11,38,114,8,29,33,70,7,24,78,109,47,10,30,87,34,25,71,54,4,54,112
2024,18,2024/8/3,A,Preliminary,Paris,France,Canada,Serbia,2,3,25,25,24,19,16,16,22,26,25,18,1,11/24 (46%),14/17 (82%),22,16,3,3,0,16,1,12,29,3,4,6,13,3,6,15,24,9,1,4,14,13,2,19,11,0,16,27
2024,18,2024/8/3,A,Preliminary,Paris,France,Canada,Serbia,2,3,25,25,24,19,16,16,22,26,25,18,2,9/25 (36%),16/22 (73%),18,14,3,1,0,14,4,5,23,3,5,6,14,1,5,19,25,10,1,7,18,6,5,14,13,1,11,25
2024,18,2024/8/3,A,Preliminary,Paris,France,Canada,Serbia,2,3,25,25,24,19,16,16,22,26,25,18,3,7/24 (29%),17/26 (65%),18,15,0,3,0,15,4,5,24,0,4,5,9,3,6,15,24,14,5,2,21,6,6,14,14,0,8,22
2024,18,2024/8/3,A,Preliminary,Paris,France,Canada,Serbia,2,3,25,25,24,19,16,16,22,26,25,18,4,2/20 (10%),17/24 (71%),11,10,1,0,0,10,2,9,21,1,8,8,17,0,4,16,20,10,2,7,19,6,8,14,12,1,9,22
2024,18,2024/8/3,A,Preliminary,Paris,France,Canada,Serbia,2,3,25,25,24,19,16,16,22,26,25,18,5,5/16 (31%),11/18 (61%),11,10,1,0,0,10,0,7,17,1,8,8,17,0,3,13,16,4,1,10,15,3,4,10,4,2,10,16
2024,18,2024/8/3,A,Preliminary,Paris,France,Serbia,Canada,3,2,16,22,26,25,18,25,25,24,19,16,ALL,32/107 (30%),75/109 (69%),72,58,4,10,0,58,17,38,113,4,22,29,55,10,18,79,107,43,7,36,86,35,39,87,46,2,67,115
2024,18,2024/8/3,A,Preliminary,Paris,France,Serbia,Canada,3,2,16,22,26,25,18,25,25,24,19,16,1,3/17 (18%),13/24 (54%),9,8,0,1,0,8,4,10,22,0,4,9,13,1,2,14,17,7,3,9,19,9,10,21,9,0,13,22
2024,18,2024/8/3,A,Preliminary,Paris,France,Serbia,Canada,3,2,16,22,26,25,18,25,25,24,19,16,2,6/22 (27%),16/25 (64%),14,11,2,1,0,11,6,5,22,2,6,4,12,1,4,17,22,10,1,9,20,3,8,15,8,0,15,23
2024,18,2024/8/3,A,Preliminary,Paris,France,Serbia,Canada,3,2,16,22,26,25,18,25,25,24,19,16,3,9/26 (35%),17/24 (71%),18,11,2,5,0,11,0,6,17,2,3,6,11,5,5,16,26,10,3,5,18,4,11,17,12,1,6,19
2024,18,2024/8/3,A,Preliminary,Paris,France,Serbia,Canada,3,2,16,22,26,25,18,25,25,24,19,16,4,7/24 (29%),18/20 (90%),18,16,0,2,0,16,4,8,28,0,3,5,8,2,5,17,24,11,0,5,16,7,7,19,12,0,15,27
2024,18,2024/8/3,A,Preliminary,Paris,France,Serbia,Canada,3,2,16,22,26,25,18,25,25,24,19,16,5,7/18 (39%),11/16 (69%),13,12,0,1,0,12,3,9,24,0,6,5,11,1,2,15,18,5,0,8,13,12,3,15,5,1,18,24
2024,19,2024/8/5,Quarter_Finals,Final Round,Paris,France,France,Germany,3,2,18,26,25,25,15,25,28,20,21,13,ALL,28/108 (26%),81/108 (75%),76,61,12,3,0,61,21,39,121,12,27,25,64,3,20,85,108,44,2,36,82,36,16,56,33,1,82,116
2024,19,2024/8/5,Quarter_Finals,Final Round,Paris,France,France,Germany,3,2,18,26,25,25,15,25,28,20,21,13,1,3/19 (16%),15/24 (63%),15,12,2,1,0,12,7,12,31,2,6,5,13,1,3,15,19,13,0,8,21,8,5,14,8,0,21,29
2024,19,2024/8/5,Quarter_Finals,Final Round,Paris,France,France,Germany,3,2,18,26,25,25,15,25,28,20,21,13,2,6/26 (23%),20/28 (71%),19,16,2,1,0,16,5,6,27,2,3,4,9,1,7,18,26,11,2,10,23,6,7,14,5,0,23,28
2024,19,2024/8/5,Quarter_Finals,Final Round,Paris,France,France,Germany,3,2,18,26,25,25,15,25,28,20,21,13,3,9/25 (36%),16/20 (80%),17,13,4,0,0,13,2,9,24,4,9,6,19,0,2,23,25,8,0,5,13,11,3,15,12,1,11,24
